Title,Distibutor,Max Theaters,Opening Weekend,Opening Theaters,Year,Weekend #,Multiplier,Box Office Mojo URL,RT Rating,Mojo Genre,Mojo MPAA,Mojo Budget,Director,Producer,Composer,Gross
Bride Wars,Fox,3228,21058173,3226,2009,2,2.79,http://www.boxofficemojo.com/movies/?id=bridewars.htm,10,Comedy,PG,30,Gary Winick,Arnon Milchan,Ed Shearmur,58715510
Water for Elephants,Fox,2820,16842353,2817,2011,16,3.49,http://www.boxofficemojo.com/movies/?id=waterforelephants.htm,60,Drama,PG-13,38,Francis Lawrence,Erwin Stoff,James Newton Howard,58709717
Jack Reacher: Never Go Back,Par.,3780,22872490,3780,2016,43,2.57,http://www.boxofficemojo.com/movies/?id=jackreacher2.htm,37,Crime Drama,PG-13,60,Edward Zwick,Tom Cruise,Henry Jackman,58697076
RoboCop (2014),Sony,3372,21681430,3372,2014,7,2.7,http://www.boxofficemojo.com/movies/?id=robocop2013.htm,48,Sci-Fi Action,PG-13,100,Jose Padilha,Marc Abraham,?,58607007
Easy A,SGem,2974,17734040,2856,2010,38,3.29,http://www.boxofficemojo.com/movies/?id=easya.htm,85,Romantic Comedy,PG-13,8,Will Gluck,Will Gluck,?,58401464
Halloween (2007),MGM/W,3475,26362367,3472,2007,35,2.21,http://www.boxofficemojo.com/movies/?id=halloween07.htm,25,Horror,R,?,Rob Zombie,?,Tyler Bates,58272029
The Secret Life of Walter Mitty,Fox,2922,12765508,2909,2013,52,4.56,http://www.boxofficemojo.com/movies/?id=waltermitty.htm,51,Comedy,PG,90,Ben Stiller,Ben Stiller,Theodore Shapiro,58236838
Step Up 2 the Streets,BV,2528,18908826,2470,2008,7,3.07,http://www.boxofficemojo.com/movies/?id=stepup2.htm,27,Music Drama,PG-13,?,Jon Chu,Jennifer Gibgot,Aaron Zigman,58017783
The Lincoln Lawyer,LGF,2707,13206453,2707,2011,11,4.39,http://www.boxofficemojo.com/movies/?id=lincolnlawyer.htm,83,Crime Drama,R,40,Brad Furman,Sidney Kimmel,Cliff Martinez,58009200
Titanic 3D,Par.,3674,17285453,2674,2012,14,3.35,http://www.boxofficemojo.com/movies/?id=titanic3d.htm,88,Romance,PG-13,18,?,?,?,57884114
Takers,SGem,2206,20512304,2206,2010,35,2.82,http://www.boxofficemojo.com/movies/?id=bonedeep.htm,28,Action,PG-13,32,John Luessenhop,Chris Brown,Paul Haslinger,57744720
Fences,Par.,2368,129462,4,2016,52,443.28,http://www.boxofficemojo.com/movies/?id=fences.htm,93,Drama,PG-13,24,Denzel Washington,?,?,57388479
The Perfect Guy,SGem,2230,25888154,2221,2015,37,2.2,http://www.boxofficemojo.com/movies/?id=perfectguy.htm,19,Thriller,PG-13,12,?,?,?,57027435
Escape From Planet Earth,Wein.,3353,15891055,3288,2013,7,3.59,http://www.boxofficemojo.com/movies/?id=escapefromplanetearth.htm,33,Animation,PG,40,Cal Brunker,?,Aaron Zigman,57012977
American Reunion,Uni.,3203,21514080,3192,2012,14,2.65,http://www.boxofficemojo.com/movies/?id=americanreunion.htm,80,Comedy,R,50,Jon Hurwitz,Jason Biggs,Lyle Workman,57011521
Midnight in Paris,SPC,1038,599003,6,2011,23,94.85,http://www.boxofficemojo.com/movies/?id=midnightinparis.htm,93,Romantic Comedy,PG-13,17,Woody Allen,?,?,56817045
Saw V,LGF,3084,30053954,3060,2008,43,1.89,http://www.boxofficemojo.com/movies/?id=saw5.htm,12,Horror,R,10.8,David Hackl,James Wan,?,56746769
12 Years a Slave,FoxS,1474,923715,19,2013,45,61.35,http://www.boxofficemojo.com/movies/?id=twelveyearsaslave.htm,96,Drama,R,20,Steve McQueen,Dede Gardner,Hans Zimmer,56671993
Joy,Fox,2924,17015168,2896,2015,52,3.32,http://www.boxofficemojo.com/movies/?id=joy.htm,60,Comedy,PG-13,60,David O. Russell,?,Danny Elfman,56451232
Dracula Untold,Uni.,2900,23514615,2885,2014,41,2.39,http://www.boxofficemojo.com/movies/?id=dracula.htm,23,Action Horror,PG-13,70,Gary Shore,Michael De Luca,Ramin Djawadi,56280355
Me Before You,WB (NL),2762,18723269,2704,2016,23,3,http://www.boxofficemojo.com/movies/?id=mebeforeyou.htm,58,Romance,PG-13,20,?,?,?,56245075
Fantastic Four,Fox,4004,25685737,3995,2015,32,2.18,http://www.boxofficemojo.com/movies/?id=fantasticfour15.htm,27,Action,PG-13,120,Josh Trank,Avi Arad,Marco Beltrami,56117548
ParaNorman,Focus,3455,14087050,3429,2012,33,3.98,http://www.boxofficemojo.com/movies/?id=paranorman.htm,87,Animation,PG,60,Chris Butler,Travis Knight,Jon Brion,56003051
Friends with Benefits,SGem,2926,18622150,2926,2011,29,3,http://www.boxofficemojo.com/movies/?id=friendswithbenefits10.htm,70,Comedy,R,35,Will Gluck,Will Gluck,?,55802754
Free Birds,Rela.,3736,15805237,3736,2013,44,3.53,http://www.boxofficemojo.com/movies/?id=turkeys.htm,17,Animation,PG,55,Jimmy Hayward,Craig Mazin,?,55750480
Hansel and Gretel: Witch Hunters,Par.,3375,19690956,3372,2013,4,2.83,http://www.boxofficemojo.com/movies/?id=hanselandgretelwitchhunters.htm,15,Action Comedy,R,50,Tommy Wirkola,Will Ferrell,Atli Orvarsson,55703475
Legend of the Guardians: The Owls of Ga'Hoole,WB,3575,16112211,3575,2010,39,3.46,http://www.boxofficemojo.com/movies/?id=guardiansofgahoole.htm,50,Animation,PG,80,Zack Snyder,Deborah Snyder,David Hirschfelder,55675313
The BFG,BV,3392,18775350,3357,2016,27,2.96,http://www.boxofficemojo.com/movies/?id=bfg.htm,75,Adventure,PG,140,Steven Spielberg,Frank Marshall,John Williams,55483770
Neighbors 2: Sorority Rising,Uni.,3416,21760405,3384,2016,21,2.55,http://www.boxofficemojo.com/movies/?id=universalcomedy2016.htm,62,Comedy,R,?,Nick Stoller,Andrew Jay Cohen,?,55455765
The Haunting in Connecticut,LGF,2732,23004765,2732,2009,13,2.41,http://www.boxofficemojo.com/movies/?id=hauntinginconnecticut.htm,16,Horror,PG-13,?,?,Paul Brooks,?,55389516
Ghosts of Girlfriends Past,WB (NL),3175,15411434,3175,2009,18,3.59,http://www.boxofficemojo.com/movies/?id=ghostsofgirlfriendspast.htm,27,Fantasy Comedy,PG-13,?,Mark S. Waters,Mark S. Waters,?,55250026
Tyler Perry's Why Did I Get Married?,LGF,2034,21353789,2011,2007,41,2.59,http://www.boxofficemojo.com/movies/?id=whydidigetmarried.htm,46,Comedy,PG-13,?,Tyler Perry,Tyler Perry,Aaron Zigman,55204525
The Shallows,Sony,2962,16800868,2962,2016,26,3.28,http://www.boxofficemojo.com/movies/?id=theshallows.htm,78,Horror,PG-13,17,Jaume Collet,?,?,55124043
I Am Number Four,BV,3156,19449893,3154,2011,7,2.83,http://www.boxofficemojo.com/movies/?id=iamnumberfour.htm,33,Sci-Fi Adventure,PG-13,60,D.J. Caruso,Michael Bay,Trevor Rabin,55100437
Office Christmas Party,Par.,3210,16890204,3210,2016,50,3.24,http://www.boxofficemojo.com/movies/?id=officechristmasparty.htm,41,Comedy,R,45,Josh Gordon,Scott Stuber,?,54767494
This Means War,Fox,3189,17405930,3189,2012,8,3.15,http://www.boxofficemojo.com/movies/?id=thismeanwar.htm,26,Action,PG-13,65,McG,Simon Kinberg,Christophe Beck,54760791
Project X,WB,3055,21051363,3055,2012,9,2.6,http://www.boxofficemojo.com/movies/?id=projectx2011.htm,28,Comedy,R,?,Nima Nourizadeh,Scott Budnick,?,54731865
Source Code,Sum.,2971,14812094,2961,2011,13,3.69,http://www.boxofficemojo.com/movies/?id=sourcecode.htm,92,Sci-Fi Thriller,PG-13,32,Duncan Jones,Mark Gordon,Chris Bacon,54712227
Assassin's Creed,Fox,2996,10278225,2970,2016,52,5.32,http://www.boxofficemojo.com/movies/?id=assassinscreed.htm,17,Action,PG-13,125,Justin Kurzel,Patrick Crowley,?,54647948
New Year's Eve,WB (NL),3505,13019180,3505,2011,49,4.19,http://www.boxofficemojo.com/movies/?id=newyearseve.htm,7,Romantic Comedy,PG-13,56,Garry Marshall,?,John Debney,54544638
Horrible Bosses 2,WB,3400,15457418,3375,2014,48,3.52,http://www.boxofficemojo.com/movies/?id=horriblebosses2.htm,34,Comedy,R,42,Sean Anders,Chris Bender,Christopher Lennertz,54445357
The Woman in Black,CBS,2856,20874072,2855,2012,6,2.6,http://www.boxofficemojo.com/movies/?id=womaninblack.htm,66,Horror Thriller,PG-13,?,James Watkins,Roy Lee,Marco Beltrami,54333290
The Hundred-Foot Journey,BV,2167,10979290,2023,2014,32,4.94,http://www.boxofficemojo.com/movies/?id=100foot.htm,68,Drama,PG,22,Lasse Hallstrom,Juliet Blake,A.R. Rahman,54240821
Evil Dead (2013),TriS,3025,25775847,3025,2013,14,2.1,http://www.boxofficemojo.com/movies/?id=evildead2013.htm,61,Horror,R,17,Fede Alvarez,Bruce Campbell,?,54239856
TMNT,WB,3120,24255205,3110,2007,12,2.23,http://www.boxofficemojo.com/movies/?id=tmntcg.htm,34,Animation,PG,34,Kevin Munroe,?,Klaus Badelt,54149098
The Hateful Eight,Wein.,2938,4610676,100,2015,53,11.74,http://www.boxofficemojo.com/movies/?id=thehatefuleight.htm,75,Western,R,44,Quentin Tarantino,Stacey Sher,Ennio Morricone,54117416
Barbershop: The Next Cut,WB (NL),2676,20242415,2661,2016,16,2.67,http://www.boxofficemojo.com/movies/?id=barbershop3.htm,90,Comedy,PG-13,?,Malcolm D. Lee,?,?,54030051
Insidious,FD,2419,13271464,2408,2011,13,4.07,http://www.boxofficemojo.com/movies/?id=insidious.htm,66,Horror,PG-13,1.5,James Wan,Jason Blum,Joseph Bishara,54009150
Paranormal Activity 4,Par.,3412,29003866,3412,2012,42,1.86,http://www.boxofficemojo.com/movies/?id=paranormalactivity4.htm,24,Horror,R,5,Henry Joost,Jason Blum,?,53900335
Focus (2015),WB,3323,18685137,3323,2015,9,2.88,http://www.boxofficemojo.com/movies/?id=focus2015.htm,56,Comedy,R,50.1,Glenn Ficarra,Denise Di Novi,Nick Urata,53862963
P.S. I Love You,WB,2471,6481221,2454,2007,51,8.28,http://www.boxofficemojo.com/movies/?id=psiloveyou.htm,24,Romance,PG-13,30,Richard LaGravenese,Broderick Johnson,John Powell,53695808
3:10 to Yuma (2007),LGF,3006,14035033,2652,2007,36,3.82,http://www.boxofficemojo.com/movies/?id=310toyuma.htm,89,Western,R,55,James Mangold,Ryan Kavanaugh,Marco Beltrami,53606916
Life as We Know It,WB,3150,14506464,3150,2010,41,3.68,http://www.boxofficemojo.com/movies/?id=lifeasweknowit.htm,28,Comedy,PG-13,38,Greg Berlanti,Joe Hartwick Jr.,?,53374681
Tyler Perry's Madea's Big Happy Family,LGF,2288,25068677,2288,2011,16,2.13,http://www.boxofficemojo.com/movies/?id=madeasbighappyfamily.htm,38,Comedy,PG-13,?,Tyler Perry,Ozzie Areu,Aaron Zigman,53345287
Red 2,LG/S,3016,18048422,3016,2013,29,2.95,http://www.boxofficemojo.com/movies/?id=red2.htm,43,Action Comedy,PG-13,84,Dean Parisot,Lorenzo di Bonaventura,Alan Silvestri,53262560
The Devil Inside,Par.,2551,33732515,2285,2012,2,1.58,http://www.boxofficemojo.com/movies/?id=devilinside.htm,6,Horror,R,$1,William Brent Bell,Lorenzo di Bonaventura,?,53261944
Letters to Juliet,Sum.,2975,13540486,2968,2010,20,3.92,http://www.boxofficemojo.com/movies/?id=letterstojuliet.htm,40,Romance,PG,30,Gary Winick,Mark Canton,?,53032453
Sweeney Todd: The Demon Barber of Fleet Street,P/DW,1507,9300805,1249,2007,51,5.69,http://www.boxofficemojo.com/movies/?id=sweeneytodd.htm,86,Musical,R,50,Tim Burton,John Logan,?,52898073
13 Hours: The Secret Soldiers of Benghazi,Par.,2917,16194738,2389,2016,3,3.26,http://www.boxofficemojo.com/movies/?id=13hoursthesecretsoldiersofbenghazi.htm,50,Drama,R,50,Michael Bay,?,?,52853219
Diary of a Wimpy Kid: Rodrick Rules,Fox,3169,23751502,3167,2011,12,2.22,http://www.boxofficemojo.com/movies/?id=diaryofawimpykid2.htm,47,Comedy,PG,21,David Bowers,Nina Jacobson,Ed Shearmur,52698535
The Strangers,Rog.,2477,20997985,2466,2008,22,2.5,http://www.boxofficemojo.com/movies/?id=strangers.htm,45,Thriller,R,9,Bryan Bertino,Doug Davison,tomandandy,52597610
No Good Deed (2014),SGem,2175,24250283,2175,2014,37,2.17,http://www.boxofficemojo.com/movies/?id=nogooddeed13.htm,10,Thriller,PG-13,13.2,Sam Miller,Idris Elba,Paul Haslinger,52543632
Tyler Perry's A Madea Christmas,LGF,2194,16007634,2194,2013,50,3.28,http://www.boxofficemojo.com/movies/?id=madeachristmas.htm,18,Comedy,PG-13,?,Tyler Perry,Tyler Perry,Christopher Young,52543354
Wall Street: Money Never Sleeps,Fox,3597,19011188,3565,2010,39,2.76,http://www.boxofficemojo.com/movies/?id=wallstreet2.htm,55,Drama,PG-13,70,Oliver Stone,Alex Young,Craig Armstrong,52474616
Southpaw,Wein.,2772,16701294,2772,2015,30,3.14,http://www.boxofficemojo.com/movies/?id=southpaw2015.htm,69,Drama,R,30,Antoine Fuqua,Todd Black,James Horner,52421953
Insidious Chapter 3,Focus,3014,22692741,3002,2015,23,2.3,http://www.boxofficemojo.com/movies/?id=insidiouschapter3.htm,58,Horror,PG-13,10,Leigh Whannell,Jason Blum,Joseph Bishara,52218558
Selma,Par.,2235,571450,19,2015,2,91.13,http://www.boxofficemojo.com/movies/?id=selma.htm,99,Drama,PG-13,20,Ava DuVernay,Ava DuVernay,?,52076908
The Forbidden Kingdom,LGF,3151,21401121,3151,2008,16,2.43,http://www.boxofficemojo.com/movies/?id=forbiddenkingdom.htm,65,Action,PG-13,?,Rob Minkoff,Ryan Kavanaugh,David Buckley,52075270
Predators,Fox,2669,24760882,2669,2010,28,2.1,http://www.boxofficemojo.com/movies/?id=predators.htm,64,Sci-Fi Horror,R,40,Nimr,John Davis,John Debney,52000688
Tyler Perry's Temptation: Confessions of a Marriage Counselor,LGF,2047,21641679,2047,2013,13,2.4,http://www.boxofficemojo.com/movies/?id=marriagecounselor.htm,15,Drama,PG-13,?,Tyler Perry,Ozzie Areu,Aaron Zigman,51975354
The Call,TriS,2507,17118745,2507,2013,11,3.03,http://www.boxofficemojo.com/movies/?id=call2013.htm,44,Thriller,R,13,Brad Anderson,?,?,51872378
Funny People,Uni.,3008,22657780,3007,2009,31,2.29,http://www.boxofficemojo.com/movies/?id=funnypeople.htm,68,Comedy,R,75,Judd Apatow,Judd Apatow,?,51855045
The Odd Life of Timothy Green,BV,2717,10822903,2598,2012,33,4.79,http://www.boxofficemojo.com/movies/?id=oddlifeoftimothygreen.htm,34,Fantasy,PG,?,Peter Hedges,?,Geoff Zanelli,51854875
Footloose (2011),Par.,3555,15556113,3549,2011,41,3.33,http://www.boxofficemojo.com/movies/?id=footloose2010.htm,69,Musical,PG-13,24,Craig Brewer,Gary Barber,Deborah Lurie,51802742
Ghost Rider: Spirit of Vengeance,Sony,3174,22115334,3174,2012,8,2.34,http://www.boxofficemojo.com/movies/?id=ghostrider2.htm,17,Action Horror,PG-13,57,Mark Neveldine,Avi Arad,David Sardy,51774002
Tyler Perry's I Can Do Bad All By Myself,LGF,2255,23446785,2255,2009,37,2.21,http://www.boxofficemojo.com/movies/?id=icandobadallbymyself.htm,63,Comedy,PG-13,?,Tyler Perry,?,Aaron Zigman,51733921
The Grey,ORF,3208,19665101,3185,2012,5,2.62,http://www.boxofficemojo.com/movies/?id=grey.htm,79,Action Drama,R,25,Joe Carnahan,Joe Carnahan,Marc Streitenfeld,51580236
My Bloody Valentine 3-D,LGF,2534,21241456,2534,2009,3,2.43,http://www.boxofficemojo.com/movies/?id=mybloodyvalentine09.htm,57,Horror,R,15,Patrick Lussier,?,Michael Wandmacher,51545952
Muppets Most Wanted,BV,3194,17005126,3194,2014,12,3.01,http://www.boxofficemojo.com/movies/?id=muppets2.htm,79,Family Comedy,PG,50,James Bobin,David Hoberman,Christophe Beck,51183113
Atonement,Focus,1400,784145,32,2008,2,64.95,http://www.boxofficemojo.com/movies/?id=atonement.htm,83,Period Drama,R,?,Joe Wright,Tim Bevan,Dario Marianelli,50927067
The Tale of Despereaux,Uni.,3107,10103675,3104,2008,51,5.04,http://www.boxofficemojo.com/movies/?id=taleofdespereaux.htm,56,Animation,G,60,Sam Fell,Robin Bissell,William Ross,50877145
Ouija,Uni.,2899,19875995,2858,2014,43,2.56,http://www.boxofficemojo.com/movies/?id=ouija.htm,7,Horror,PG-13,5,Stiles White,Michael Bay,?,50856010
The Boxtrolls,Focus,3464,17275239,3464,2014,39,2.94,http://www.boxofficemojo.com/movies/?id=laika2014.htm,75,Animation,PG,60,Graham Annable,Travis Knight,Dario Marianelli,50837305
Resident Evil: Extinction,SGem,2848,23678580,2828,2007,38,2.14,http://www.boxofficemojo.com/movies/?id=residentevil3.htm,22,Action Horror,R,?,?,Paul W.S. Anderson,?,50648679
Jack Ryan: Shadow Recruit,Par.,3387,15451981,3387,2014,3,3.27,http://www.boxofficemojo.com/movies/?id=jackryan.htm,56,Action Thriller,PG-13,60,Kenneth Branagh,Lorenzo di Bonaventura,Patrick Doyle,50577412
Music and Lyrics,WB,2955,13623630,2955,2007,7,3.71,http://www.boxofficemojo.com/movies/?id=musicandlyricsby.htm,62,Romantic Comedy,PG-13,?,Marc Lawrence,?,?,50572589
If I Stay,WB (NL),3157,15679190,2907,2014,34,3.22,http://www.boxofficemojo.com/movies/?id=ifistay.htm,36,Drama,PG-13,11,R.J. Cutler,Denise Di Novi,Heitor Pereira,50474843
Hot Tub Time Machine,MGM,2771,14020502,2754,2010,13,3.59,http://www.boxofficemojo.com/movies/?id=hottubtimemachine.htm,63,Comedy,R,36,Steve Pink,?,Christophe Beck,50287556
The Book of Life (2014),Fox,3113,17005218,3071,2014,42,2.95,http://www.boxofficemojo.com/movies/?id=bookoflife14.htm,82,Animation,PG,50,Jorge R. Gutierrez,Guillermo del Toro,?,50151543
Red Tails,Fox,2573,18782154,2512,2012,4,2.66,http://www.boxofficemojo.com/movies/?id=redtails.htm,41,Action,PG-13,58,Anthony Hemingway,George Lucas,Terence Blanchard,49876377
Pain and Gain,Par.,3303,20244505,3277,2013,17,2.46,http://www.boxofficemojo.com/movies/?id=painandgain.htm,49,Action,R,26,Michael Bay,Michael Bay,Steve Jablonsky,49875291
Are We Done Yet?,SonR,2944,14262724,2877,2007,14,3.48,http://www.boxofficemojo.com/movies/?id=arewedoneyet.htm,8,Family Comedy,PG,?,Steve Carr,Matt Alvarez,Teddy Castellucci,49662533
Australia,Fox,2721,14800723,2642,2008,48,3.35,http://www.boxofficemojo.com/movies/?id=australia.htm,55,Period Adventure,PG-13,130,Baz Luhrmann,Baz Luhrmann,David Hirschfelder,49554002
Old Dogs,BV,3425,16894511,3425,2009,48,2.93,http://www.boxofficemojo.com/movies/?id=olddogs.htm,5,Family Comedy,PG,35,Walter Becker,Andrew Panay,John Debney,49492060
Land of the Lost,Uni.,3534,18837350,3521,2009,23,2.62,http://www.boxofficemojo.com/movies/?id=landofthelost.htm,26,Adventure Comedy,PG-13,100,Brad Silberling,Ryan Kavanaugh,Michael Giacchino,49438370
My Sister's Keeper,WB (NL),2606,12442212,2606,2009,26,3.95,http://www.boxofficemojo.com/movies/?id=mysisterskeeper.htm,49,Drama,PG-13,30,Nick Cassavetes,Mark Johnson,Aaron Zigman,49200230
The Possession,LGF,2860,17732480,2816,2012,35,2.77,http://www.boxofficemojo.com/movies/?id=dibbukbox.htm,41,Horror,PG-13,14,Ole Bornedal,Sam Raimi,?,49130154
This Christmas,SGem,1921,17958183,1858,2007,47,2.74,http://www.boxofficemojo.com/movies/?id=thischristmas.htm,56,Drama,PG-13,13,?,Will Packer,Marcus Miller,49121934
Michael Clayton,WB,2585,719910,15,2007,41,68.11,http://www.boxofficemojo.com/movies/?id=michaelclayton.htm,90,Thriller,R,?,Tony Gilroy,Jennifer Fox,James Newton Howard,49033882
Diary of a Wimpy Kid: Dog Days,Fox,3401,14623599,3391,2012,31,3.35,http://www.boxofficemojo.com/movies/?id=diaryofawimpykid3.htm,51,Comedy,PG,22,David Bowers,Nina Jacobson,Ed Shearmur,49008662
About Last Night (2014),SGem,2253,25649011,2253,2014,7,1.9,http://www.boxofficemojo.com/movies/?id=aboutlastnight14.htm,69,Romantic Comedy,R,12.5,Steve Pink,Will Gluck,Marcus Miller,48637684
The Dilemma,Uni.,2943,17816230,2940,2011,2,2.72,http://www.boxofficemojo.com/movies/?id=howardvaughnjames.htm,24,Comedy,PG-13,70,Ron Howard,Brian Grazer,Hans Zimmer,48475290
The Huntsman: Winter's War,Uni.,3802,19445035,3791,2016,17,2.49,http://www.boxofficemojo.com/movies/?id=huntsman.htm,17,Action,PG-13,115,Cedric Nicolas,Joe Roth,James Newton Howard,48390190
The House Bunny,Sony,2763,14533702,2714,2008,34,3.32,http://www.boxofficemojo.com/movies/?id=housebunny.htm,42,Comedy,PG-13,25,Fred Wolf,Adam Sandler,?,48237389
Sinister,LG/S,2542,18007634,2527,2012,41,2.67,http://www.boxofficemojo.com/movies/?id=sinister.htm,63,Horror,R,3,Scott Derrickson,Jason Blum,Christopher Young,48086903
Kick-Ass,LGF,3065,19828687,3065,2010,16,2.42,http://www.boxofficemojo.com/movies/?id=kickass.htm,76,Action Comedy,R,30,Matthew Vaughn,Jeremy Kleiner,Ilan Eshkeri,48071303
Kubo and the Two Strings,Focus,3279,12608372,3260,2016,34,3.81,http://www.boxofficemojo.com/movies/?id=kuboandthetwostrings.htm,97,Animation,PG,60,Travis Knight,?,Dario Marianelli,48023088
Nim's Island,Fox,3518,13210579,3513,2008,14,3.63,http://www.boxofficemojo.com/movies/?id=nimsisland.htm,51,Family Adventure,PG,37,?,Stephen Jones,Patrick Doyle,48006762
Premonition,Sony,2831,17558689,2831,2007,11,2.73,http://www.boxofficemojo.com/movies/?id=premonition.htm,8,Thriller,PG-13,20,?,Jennifer Gibgot,Klaus Badelt,47852604
Dan in Real Life,BV,1941,11809445,1921,2007,43,4.03,http://www.boxofficemojo.com/movies/?id=daninreallife.htm,64,Comedy,PG-13,?,Peter Hedges,?,?,47642963
Into The Storm,WB (NL),3434,17346427,3434,2014,32,2.74,http://www.boxofficemojo.com/movies/?id=intothestorm.htm,21,Thriller,PG-13,50,Steven Quale,Todd Garner,Brian Tyler,47602194
"Precious: Based on the Novel ""Push"" by Sapphire",LGF,1003,1872458,18,2009,47,25.4,http://www.boxofficemojo.com/movies/?id=preciouspush.htm,91,Drama,R,10,Lee Daniels,Lee Daniels,?,47566524
The Kingdom,Uni.,2836,17135055,2793,2007,39,2.77,http://www.boxofficemojo.com/movies/?id=kingdom.htm,51,Thriller,R,70,Peter Berg,Ryan Kavanaugh,Danny Elfman,47536778
Manchester by the Sea,RAtt.,1213,256498,4,2016,51,185.32,http://www.boxofficemojo.com/movies/?id=manchesterbythesea.htm,96,Drama,R,?,Kenneth Lonergan,?,?,47533212
Poltergeist (2015),Fox,3242,22620386,3240,2015,21,2.1,http://www.boxofficemojo.com/movies/?id=poltergeist2015.htm,32,Horror,PG-13,35,Gil Kenan,Roy Lee,Marc Streitenfeld,47425125
Jupiter Ascending,WB,3181,18372372,3181,2015,6,2.58,http://www.boxofficemojo.com/movies/?id=jupiterascending.htm,26,Sci-Fi,PG-13,176,Lilly,Lilly,Michael Giacchino,47387723
Savages (2012),Uni.,2635,16016910,2628,2012,27,2.96,http://www.boxofficemojo.com/movies/?id=savages12.htm,51,Thriller,R,45,Oliver Stone,?,?,47382068
Warcraft,Uni.,3406,24166110,3400,2016,24,1.96,http://www.boxofficemojo.com/movies/?id=warcraft.htm,28,Fantasy,PG-13,160,Duncan Jones,Jon Jashni,?,47365290
The Judge,WB,3003,13116226,3003,2014,41,3.59,http://www.boxofficemojo.com/movies/?id=judge.htm,47,Drama,R,50,David Dobkin,David Dobkin,Thomas Newman,47119388
Killers,LGF,2859,15837266,2859,2010,23,2.97,http://www.boxofficemojo.com/movies/?id=heiglkutcheraction.htm,11,Action Comedy,PG-13,75,Robert Luketic,Scott Aversano,Rolfe Kent,47059963
Jersey Boys,WB,2905,13319371,2905,2014,25,3.53,http://www.boxofficemojo.com/movies/?id=jerseyboys.htm,52,Musical,R,40,Clint Eastwood,Clint Eastwood,?,47047013
